0,403,55,8,34
1,381,72,24,23
2,388,66,23,23
3,410,49,8,33
4,400,50,12,38
5,409,48,14,29
6,388,42,17,53
7,382,59,10,49
8,402,54,12,32
9,385,58,11,46
10,400,52,10,38
11,397,50,8,45
12,393,62,7,38
13,391,54,11,44
14,408,47,10,35
15,404,49,11,36
16,401,50,8,41
17,394,57,19,30
18,402,48,11,39
19,395,57,10,38
20,396,53,12,39
21,402,50,12,36
22,402,55,11,32
23,404,43,11,42
24,409,46,6,39
25,403,46,13,38
26,389,54,7,50
27,422,38,9,31
28,400,58,10,32
29,394,55,10,41
30,407,49,8,36
31,402,48,7,43
32,403,51,7,39
33,393,45,22,40
34,407,41,8,44
35,393,52,15,40
36,402,56,6,36
37,411,39,11,39
38,392,51,16,41
39,396,50,10,44
40,411,54,8,27
41,408,45,16,31
42,411,52,9,28
43,400,54,12,34
44,396,49,12,43
45,424,32,13,31
46,403,44,11,42
47,416,47,9,28
48,414,40,12,34
49,390,53,8,49
50,414,43,5,38
51,412,47,7,34
52,419,43,12,26
53,408,46,14,32
54,410,37,13,40
55,393,55,16,36
56,395,50,18,37
57,397,55,13,35
58,408,53,7,32
59,411,44,15,30
60,393,53,15,39
61,414,38,10,38
62,410,44,8,38
63,426,37,8,29
64,397,51,5,47
65,399,44,8,49
66,421,43,8,28
67,395,46,8,51
68,392,53,15,40
69,394,55,8,43
70,413,46,7,34
71,404,41,17,38
72,393,51,10,46
73,411,36,9,44
74,384,58,8,50
75,394,52,11,43
76,403,47,9,41
77,390,62,5,43
78,397,52,15,36
79,398,50,6,46
80,412,46,15,27
81,399,40,9,52
82,403,44,5,48
83,402,36,10,52
84,394,59,10,37
85,391,58,7,44
86,407,36,7,50
87,420,32,11,37
88,399,46,10,45
89,412,42,8,38
90,411,46,11,32
91,402,48,9,41
92,391,55,13,41
93,394,48,17,41
94,411,43,8,38
95,418,31,11,40
96,420,40,7,33
97,404,47,13,36
98,247,208,25,20
99,330,117,10,43
100,397,61,7,35
101,402,51,12,35
102,405,49,16,30
103,412,47,10,31
104,393,57,15,35
105,384,73,8,35
106,378,52,15,55
107,392,49,18,41
108,406,50,20,24
109,380,63,11,46
110,387,65,16,32
111,379,68,13,40
112,407,48,8,37
113,392,53,10,45
114,405,50,10,35
115,392,61,5,42
116,395,56,6,43
117,394,57,9,40
118,388,62,11,39
119,377,75,7,41
120,400,49,11,40
121,387,65,17,31
122,388,69,10,33
123,381,66,14,39
124,389,66,12,33
125,389,60,11,40
126,386,57,12,45
127,399,61,10,30
128,396,62,9,33
129,401,48,12,39
130,392,64,9,35
131,395,55,10,40
132,387,67,8,38
133,385,53,13,49
134,398,50,7,45
135,382,63,10,45
136,405,53,7,35
137,390,60,5,45
138,391,52,12,45
139,385,61,6,48
140,403,62,6,29
141,396,57,12,35
142,393,70,6,31
143,395,59,10,36
144,392,53,12,43
145,405,51,15,29
146,380,67,12,41
147,404,59,9,28
148,390,64,8,38
149,400,43,13,44
150,388,69,8,35
151,402,57,9,32
152,405,57,4,34
153,400,54,13,33
154,395,52,17,36
155,381,67,14,38
156,404,41,9,46
157,385,67,11,37
158,378,83,10,29
159,398,57,9,36
160,391,55,9,45
161,397,55,9,39
162,390,64,7,39
163,393,70,11,26
164,402,46,14,38
165,393,50,15,42
166,402,62,5,31
167,384,57,12,47
168,382,63,11,44
169,394,55,6,45
170,387,72,12,29
171,383,62,21,34
172,376,68,10,46
173,374,73,16,37
174,377,65,11,47
175,377,69,9,45
176,389,61,7,43
177,396,56,17,31
178,383,66,13,38
179,387,61,7,45
180,397,61,11,31
181,373,66,16,45
182,390,57,18,35
183,379,59,10,52
184,395,58,12,35
185,393,56,5,46
186,373,70,10,47
187,400,52,14,34
188,379,66,11,44
189,390,64,16,30
190,389,68,7,36
191,386,64,10,40
192,398,48,12,42
193,378,64,18,40
194,401,53,12,34
195,367,82,10,41
196,390,70,6,34
197,400,51,11,38
