0,352,6,21,121
1,344,6,21,129
2,359,3,39,99
3,358,3,29,110
4,361,1,23,115
5,351,1,40,108
6,336,0,50,114
7,337,0,47,116
8,353,0,39,108
9,350,1,38,111
10,372,1,33,94
11,356,1,35,108
12,349,0,49,102
13,350,1,34,115
14,349,0,38,113
15,348,1,30,121
16,350,0,33,117
17,346,1,27,126
18,363,1,36,100
19,348,0,34,118
20,346,1,34,119
21,359,0,32,109
22,338,0,39,123
23,326,0,35,139
24,366,0,25,109
25,342,0,33,125
26,343,1,44,112
27,347,0,37,116
28,358,0,31,111
29,343,1,34,122
30,355,1,37,107
31,361,0,32,107
32,361,0,27,112
33,342,0,39,119
34,336,1,43,120
35,363,1,36,100
36,343,0,45,112
37,360,0,27,113
38,354,0,32,114
39,328,0,47,125
40,361,1,27,111
41,346,2,35,117
42,340,1,39,120
43,356,0,37,107
44,348,1,35,116
45,350,0,28,122
46,346,0,35,119
47,355,0,35,110
48,354,0,31,115
49,354,0,44,102
50,334,1,36,129
51,362,1,37,100
52,361,0,30,109
53,345,1,36,118
54,341,0,39,120
55,363,2,36,99
56,341,1,38,120
57,358,1,29,112
58,378,0,29,93
59,350,1,32,117
60,348,0,43,109
61,349,0,33,118
62,351,1,40,108
63,357,1,32,110
64,339,0,30,131
65,358,0,22,120
66,354,0,39,107
67,347,4,32,117
68,356,2,37,105
69,357,3,38,102
70,362,5,40,93
71,350,4,45,101
72,340,2,39,119
73,333,1,61,105
74,348,3,36,113
75,348,5,36,111
76,338,3,43,116
77,338,4,41,117
78,347,3,38,112
79,338,5,43,114
80,351,3,42,104
81,344,6,30,120
82,348,7,48,97
83,340,5,34,121
84,338,8,47,107
85,345,8,39,108
86,332,9,52,107
87,345,6,38,111
88,356,11,50,83
89,335,10,45,110
90,329,9,44,118
91,351,9,51,89
92,328,12,46,114
93,333,11,60,96
94,337,13,60,90
95,321,11,56,112
96,336,8,61,95
97,339,13,43,105
98,344,11,54,91
99,342,7,64,87
100,345,15,61,79
101,320,12,70,98
102,355,8,53,84
103,340,7,66,87
104,330,4,73,93
105,339,7,69,85
106,346,10,73,71
107,348,1,64,87
108,347,4,74,75
109,355,8,64,73
110,362,7,61,70
111,348,6,67,79
112,364,5,64,67
113,347,1,70,82
114,365,5,61,69
115,341,6,65,88
116,346,1,71,82
117,355,3,65,77
118,329,4,77,90
119,348,1,65,86
120,354,3,66,77
121,343,4,63,90
122,370,3,68,59
123,374,6,48,72
124,347,2,73,78
125,337,5,78,80
126,340,2,73,85
127,348,8,59,85
128,355,2,73,70
129,366,3,48,83
130,347,8,75,70
131,343,8,62,87
132,347,5,60,88
133,351,4,61,84
134,346,4,66,84
135,325,7,77,91
136,344,5,58,93
137,361,8,57,74
138,334,8,74,84
139,344,4,68,84
140,348,1,56,95
141,324,5,74,97
142,352,4,63,81
143,338,3,62,97
144,350,2,64,84
145,352,5,69,74
146,329,5,65,101
147,349,5,65,81
148,340,6,71,83
149,332,6,67,95
150,354,7,54,85
151,349,7,60,84
152,350,4,64,82
153,338,5,60,97
154,345,8,58,89
155,344,5,67,84
156,335,6,67,92
157,337,2,73,88
158,340,6,60,94
159,359,7,52,82
160,361,3,59,77
161,335,8,61,96
162,357,12,56,75
163,369,4,46,81
164,334,5,76,85
165,343,1,71,85
166,341,3,73,83
167,342,5,74,79
168,359,5,55,81
169,357,6,52,85
170,344,1,62,93
171,331,6,67,96
172,341,5,68,86
173,348,5,68,79
174,339,4,64,93
175,331,3,71,95
176,334,2,78,86
177,346,4,77,73
178,352,6,64,78
179,342,5,54,99
180,339,5,67,89
181,364,3,55,78
182,376,4,44,76
183,335,9,65,91
184,328,11,80,81
185,339,9,68,84
186,325,5,70,100
187,337,7,71,85
188,346,5,77,72
189,345,5,60,90
190,349,10,68,73
191,351,6,62,81
192,334,8,70,88
193,336,5,65,94
194,345,6,74,75
195,344,7,62,87
196,319,2,82,97
197,370,5,59,66
