0,1450,0,13,37
1,1429,0,10,61
2,1416,6,9,69
3,1419,45,0,36
4,1419,36,0,45
5,1445,21,1,33
6,1463,15,0,22
7,1457,27,0,16
8,1476,0,5,19
9,1466,0,4,30
10,1460,0,9,31
11,1465,0,14,21
12,1450,0,13,37
13,1461,3,2,34
14,1463,1,0,36
15,1457,10,1,32
16,1468,25,0,7
17,1479,0,12,9
18,1474,0,1,25
19,1458,0,4,38
20,1463,5,0,32
21,1474,3,1,22
22,1424,40,4,32
23,1419,7,47,27
24,1417,57,6,20
25,1383,5,85,27
26,1271,7,77,145
27,1183,47,53,217
28,1158,28,71,243
29,1203,138,36,123
30,1300,99,86,15
31,1187,113,37,163
32,1237,40,42,181
33,1101,91,75,233
34,1160,77,11,252
35,1157,64,22,257
36,1151,50,31,268
37,1109,87,50,254
38,1162,45,63,230
39,1109,39,92,260
40,1088,28,101,283
41,1082,30,106,282
42,1053,28,71,348
43,966,26,76,432
44,893,36,95,476
45,804,73,45,578
46,869,98,35,498
47,886,125,15,474
48,942,74,34,450
49,841,65,25,569
50,819,46,49,586
51,963,62,29,446
52,897,6,33,564
53,907,12,39,542
54,984,12,15,489
55,960,11,16,513
56,966,23,11,500
57,1023,15,36,426
58,838,0,99,563
59,807,0,31,662
60,753,6,63,678
61,760,10,41,689
62,908,52,6,534
63,888,19,17,576
64,860,15,10,615
65,848,0,35,617
66,765,0,80,655
67,694,0,84,722
68,767,16,41,676
69,574,24,22,880
70,774,13,22,691
71,626,14,9,851
72,651,5,15,829
73,686,16,13,785
74,501,16,8,975
75,703,34,4,759
76,665,22,7,806
77,693,19,19,769
78,767,24,20,689
79,787,5,4,704
80,680,3,26,791
81,710,5,12,773
82,800,0,0,700
83,882,0,0,618
84,1008,8,0,484
85,1057,22,0,421
86,1112,0,0,388
87,1195,0,0,305
88,1191,28,21,260
89,1230,49,30,191
90,1265,45,31,159
91,1251,77,3,169
92,1261,69,17,153
93,1291,68,40,101
94,1240,123,52,85
95,1349,55,13,83
96,1398,8,9,85
97,1327,42,35,96
98,1345,41,13,101
99,1334,21,7,138
100,1310,8,26,156
101,1297,40,42,121
102,1280,55,29,136
103,1242,75,51,132
104,1309,38,30,123
105,1271,50,21,158
106,1272,65,28,135
107,1261,92,36,111
108,1235,74,21,170
109,1244,52,11,193
110,1209,96,30,165
111,1173,117,61,149
112,1303,45,27,125
113,1263,44,14,179
114,1239,22,57,182
115,1300,10,76,114
116,1232,8,40,220
117,1178,3,82,237
118,1157,9,68,266
119,1138,18,59,285
120,1092,7,57,344
121,1160,15,45,280
122,1075,22,47,356
123,1094,53,52,301
124,1121,29,40,310
125,1230,10,14,246
126,1166,34,41,259
127,1169,67,42,222
128,1133,43,73,251
129,1063,37,167,233
130,1002,49,125,324
131,1046,50,56,348
132,954,40,37,469
133,999,77,26,398
134,953,138,15,394
135,960,142,15,383
136,984,133,6,377
137,1115,40,10,335
138,1091,37,6,366
139,1145,21,3,331
140,1071,44,21,364
141,1165,36,47,252
142,1078,98,46,278
143,1180,59,9,252
144,1258,53,11,178
145,1268,87,5,140
146,1243,83,34,140
147,1301,40,55,104
148,1257,13,23,207
149,1199,15,75,211
150,1130,44,29,297
151,1114,64,21,301
152,1119,100,34,247
153,991,221,19,269
154,1087,170,19,224
155,1010,220,12,258
156,1141,196,28,135
157,1299,51,35,115
158,1186,132,58,124
159,1248,61,11,180
160,1262,79,13,146
161,1205,145,14,136
162,1380,30,15,75
163,1378,38,23,61
164,1311,81,21,87
165,1326,93,2,79
166,1422,30,3,45
167,1411,24,26,39
168,1393,24,11,72
169,1402,28,4,66
170,1419,59,3,19
171,1467,23,1,9
172,1469,15,9,7
173,1447,6,3,44
174,1406,60,0,34
175,1459,0,3,38
