0,283,56,146,15
1,286,57,145,12
2,299,47,146,8
3,301,50,143,6
4,328,29,140,3
5,317,23,158,2
6,324,14,156,6
7,340,11,149,0
8,330,15,153,2
9,345,10,144,1
10,335,7,157,1
11,340,11,148,1
12,340,9,151,0
13,351,5,143,1
14,356,8,136,0
15,354,6,140,0
16,341,7,152,0
17,332,8,156,4
18,339,3,156,2
19,355,4,141,0
20,349,1,150,0
21,363,4,133,0
22,354,3,143,0
23,339,4,157,0
24,360,1,139,0
25,348,6,146,0
26,340,0,160,0
27,364,2,134,0
28,343,4,153,0
29,354,2,144,0
30,367,2,131,0
31,342,1,157,0
32,343,1,156,0
33,340,2,158,0
34,347,3,150,0
35,353,2,145,0
36,354,2,144,0
37,351,0,149,0
38,353,2,145,0
39,361,1,138,0
40,365,1,134,0
41,353,2,145,0
42,338,1,161,0
43,347,0,153,0
44,335,1,164,0
45,367,0,133,0
46,341,1,158,0
47,366,1,133,0
48,341,2,156,1
49,337,1,162,0
50,351,0,149,0
51,349,0,150,1
52,372,1,127,0
53,333,1,166,0
54,344,1,155,0
55,346,2,152,0
56,349,0,151,0
57,359,1,140,0
58,353,1,146,0
59,355,1,144,0
60,341,1,158,0
61,355,0,145,0
62,344,0,156,0
63,370,0,130,0
64,338,1,160,1
65,350,1,149,0
66,359,1,140,0
67,336,1,163,0
68,347,0,153,0
69,362,0,137,1
70,357,1,142,0
71,370,0,130,0
72,340,1,159,0
73,338,1,161,0
74,357,2,141,0
75,335,0,165,0
76,351,0,149,0
77,362,1,137,0
78,347,1,151,1
79,363,0,137,0
80,374,3,123,0
81,343,1,155,1
82,341,1,158,0
83,333,1,166,0
84,354,0,146,0
85,354,0,146,0
86,343,1,156,0
87,353,2,145,0
88,337,0,163,0
89,376,0,124,0
90,363,0,136,1
91,347,0,153,0
92,340,0,160,0
93,341,0,159,0
94,346,0,154,0
95,339,0,160,1
96,373,0,127,0
97,347,0,153,0
98,346,0,154,0
99,343,0,157,0
100,338,1,161,0
101,343,0,157,0
102,346,0,154,0
103,351,0,149,0
104,357,0,143,0
105,339,1,160,0
106,337,1,162,0
107,351,0,149,0
108,345,0,155,0
109,355,0,144,1
110,342,0,158,0
111,351,0,149,0
112,349,0,151,0
113,356,0,144,0
114,364,0,136,0
115,359,1,140,0
116,348,0,152,0
117,340,0,160,0
118,342,0,158,0
119,359,0,141,0
120,350,0,150,0
121,367,0,133,0
122,356,1,143,0
123,343,0,157,0
124,361,0,139,0
125,354,0,146,0
126,340,0,159,1
127,366,0,134,0
128,347,0,153,0
129,355,1,143,1
130,368,1,131,0
131,342,1,157,0
132,344,0,156,0
133,342,0,158,0
134,350,0,150,0
135,355,0,145,0
136,356,0,142,2
137,351,0,148,1
138,355,0,143,2
139,361,1,138,0
140,366,0,134,0
141,355,0,145,0
142,338,1,161,0
143,345,2,152,1
144,336,0,163,1
145,367,0,131,2
146,341,1,153,5
147,367,0,129,4
148,343,0,149,8
149,338,0,151,11
150,351,0,138,11
151,349,0,143,8
152,370,3,122,5
153,334,0,156,10
154,344,1,145,10
155,347,1,135,17
156,347,2,144,7
157,360,0,134,6
158,353,1,132,14
159,356,0,137,7
160,341,1,145,13
161,353,2,132,13
162,342,2,149,7
163,366,4,122,8
164,337,2,145,16
165,351,0,130,19
166,360,0,131,9
167,337,0,149,14
168,346,1,136,17
169,360,2,119,19
170,358,0,130,12
171,368,2,111,19
172,339,2,142,17
173,338,1,145,16
174,357,2,124,17
175,334,1,136,29
176,348,3,126,23
177,361,2,115,22
178,345,3,133,19
179,359,4,116,21
180,376,1,106,17
181,340,4,136,20
182,341,1,132,26
183,330,4,142,24
184,354,0,121,25
185,351,3,124,22
186,341,3,136,20
187,354,1,112,33
188,334,3,136,27
189,369,7,106,18
190,361,2,114,23
191,342,5,119,34
192,337,3,133,27
193,336,5,128,31
194,340,6,131,23
195,335,4,128,33
196,370,3,103,24
197,341,6,126,27
